path,absolutePath,bytes,files,directBytes,directFiles,directories,readErrors,skippedReparsePoints,status,condition,trackedFiles,parentRow,external
artifacts/migration/recovery-20260912-162258-735/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260912-162258-735\saves,3889,2,3889,2,0,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260912-162337-900/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260912-162337-900\saves,3889,2,3889,2,0,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260912-162402-383/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260912-162402-383\saves,3889,2,3889,2,0,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260912-162428-996/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260912-162428-996\saves,3889,2,3889,2,0,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260912-171944-682/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260912-171944-682\saves,3889,2,3889,2,0,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260912-172004-849/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260912-172004-849\saves,3889,2,3889,2,0,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260912-172024-986/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260912-172024-986\saves,3889,2,3889,2,0,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260912-172046-415/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260912-172046-415\saves,3889,2,3889,2,0,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260912-172109-257/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260912-172109-257\saves,3889,2,3889,2,0,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260912-172132-451/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260912-172132-451\saves,3889,2,3889,2,0,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260912-172210-626/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260912-172210-626\saves,3889,2,3889,2,0,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260912-172235-858/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260912-172235-858\saves,3889,2,3889,2,0,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260912-172302-207/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260912-172302-207\saves,3889,2,3889,2,0,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-145855-309/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-145855-309\saves,11802,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-184012-557/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-184012-557\saves,11802,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-184055-233/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-184055-233\saves,11802,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-184116-566/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-184116-566\saves,11802,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-184137-888/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-184137-888\saves,11802,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-184200-144/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-184200-144\saves,11802,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-184223-692/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-184223-692\saves,11802,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-184248-235/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-184248-235\saves,11802,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-184329-169/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-184329-169\saves,11802,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-184355-700/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-184355-700\saves,11802,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-184422-555/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-184422-555\saves,11802,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-204450-354/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-204450-354\saves,11530,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-204534-200/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-204534-200\saves,11530,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-204555-378/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-204555-378\saves,11802,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-204617-427/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-204617-427\saves,11802,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-204641-924/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-204641-924\saves,11532,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-204707-736/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-204707-736\saves,11530,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-204732-430/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-204732-430\saves,11800,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-204759-205/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-204759-205\saves,11800,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-204825-850/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-204825-850\saves,11530,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-204854-345/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-204854-345\saves,11530,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-220347-544/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-220347-544\saves,11796,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-220431-418/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-220431-418\saves,11530,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-220453-795/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-220453-795\saves,11800,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-220515-875/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-220515-875\saves,11800,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-220552-711/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-220552-711\saves,11530,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-220616-908/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-220616-908\saves,11798,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-220642-735/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-220642-735\saves,11530,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-220722-823/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-220722-823\saves,11800,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-220749-697/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-220749-697\saves,11530,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/recovery-20260913-220816-461/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\recovery-20260913-220816-461\saves,11530,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/result-ui-20260914-023018-527/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\result-ui-20260914-023018-527\saves,17742,3,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/result-ui-20260914-025022-726/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\result-ui-20260914-025022-726\saves,17677,3,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/result-ui-20260914-031908-776/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\result-ui-20260914-031908-776\saves,17450,3,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/migration/result-ui-20260914-032139-601/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\migration\result-ui-20260914-032139-601\saves,17450,3,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/migration,False
artifacts/scene-definitions,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\scene-definitions,1876,3,1876,3,0,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts,False
artifacts/ui-reference,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\ui-reference,323725,51,252519,7,15,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts,False
artifacts/unity-mcp,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\unity-mcp,8342875,19,8322891,17,5,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts,False
artifacts/upm-network-probe,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\upm-network-probe,427056,23,0,0,9,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts,False
artifacts/workshop-change,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\workshop-change,639190,26,484445,12,9,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts,False
artifacts/workshop-dependency-516f76c,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\workshop-dependency-516f76c,20473035,5837,0,0,414,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts,False
artifacts/workshop-dependency-516f76c/.deps/YYGC/.git/logs,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\workshop-dependency-516f76c\.deps\YYGC\.git\logs,671,3,357,1,4,0,0,retain_source,Git 对象／工作树登记属于恢复来源；不作为普通缓存清理,0,artifacts/workshop-dependency-516f76c,False
artifacts/yygc-unified,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified,4138890489,66581,0,0,4947,0,0,contains_denied,含已拒绝子项，不能整体删除；非受限子项另按条件列账,0,artifacts,False
artifacts/yygc-unified/u2/player-20260913-111740-018,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u2\player-20260913-111740-018,1572343,12,1563850,10,2,0,0,archive_then_clean,历史构建；确认无后续对照需求并保留输入、文件清单和报告后可清理,0,artifacts/yygc-unified,False
artifacts/yygc-unified/u2/player-20260913-111740-018/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u2\player-20260913-111740-018\saves,8493,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/yygc-unified/u2/player-20260913-111740-018,False
artifacts/yygc-unified/u2/player-20260913-112038-927,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u2\player-20260913-112038-927,1609323,15,1600836,13,2,0,0,archive_then_clean,历史构建；确认无后续对照需求并保留输入、文件清单和报告后可清理,0,artifacts/yygc-unified,False
artifacts/yygc-unified/u2/player-20260913-112038-927/saves,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u2\player-20260913-112038-927\saves,8487,2,0,0,1,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/yygc-unified/u2/player-20260913-112038-927,False
artifacts/yygc-unified/u6/locked-archives,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\locked-archives,39198465,3060,8960958,7,431,0,0,policy_denied,自动审批已拒绝；不重试、不经父目录或其他工具绕过,0,artifacts/yygc-unified,False
artifacts/yygc-unified/u6/locked-archives/com.cysharp.memorypack-0f2fe0827907940768293b7bb81b9605a7d8cba8/Cysharp-MemoryPack-0f2fe08/src/MemoryPack/bin,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\locked-archives\com.cysharp.memorypack-0f2fe0827907940768293b7bb81b9605a7d8cba8\Cysharp-MemoryPack-0f2fe08\src\MemoryPack\bin,1894,3,0,0,2,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/locked-archives,False
artifacts/yygc-unified/u6/locked-archives/com.cysharp.r3-f6eed2dd4208dc4ae171c601e799e85f82aca25e/Cysharp-R3-f6eed2d/src/R3/bin,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\locked-archives\com.cysharp.r3-f6eed2dd4208dc4ae171c601e799e85f82aca25e\Cysharp-R3-f6eed2d\src\R3\bin,550,2,0,0,2,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/locked-archives,False
artifacts/yygc-unified/u6/locked-archives/com.cysharp.zlinq-b84f0f936476e5debdbe7b76b73180ef9e490ed4/Cysharp-ZLinq-b84f0f9/src/ZLinq.DropInGenerator/bin,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\locked-archives\com.cysharp.zlinq-b84f0f936476e5debdbe7b76b73180ef9e490ed4\Cysharp-ZLinq-b84f0f9\src\ZLinq.DropInGenerator\bin,1924,3,0,0,2,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/locked-archives,False
artifacts/yygc-unified/u6/locked-archives/com.cysharp.zlinq-b84f0f936476e5debdbe7b76b73180ef9e490ed4/Cysharp-ZLinq-b84f0f9/src/ZLinq/bin,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\locked-archives\com.cysharp.zlinq-b84f0f936476e5debdbe7b76b73180ef9e490ed4\Cysharp-ZLinq-b84f0f9\src\ZLinq\bin,543,2,0,0,2,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/locked-archives,False
artifacts/yygc-unified/u6/player-mono,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\player-mono,198988046,408,89541552,7,25,0,0,archive_then_clean,历史构建；确认无后续对照需求并保留输入、文件清单和报告后可清理,0,artifacts/yygc-unified,False
artifacts/yygc-unified/u6/player-mono-compressed,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\player-mono-compressed,199003190,408,89541552,7,25,0,0,retain_acceptance,保留当前验收 Player 或协议 7 性能对照；内含拒绝清理的调试目录,0,artifacts/yygc-unified,False
artifacts/yygc-unified/u6/player-mono-compressed/DNights_BurstDebugInformation_DoNotShip,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\player-mono-compressed\DNights_BurstDebugInformation_DoNotShip,245875,1,0,0,3,0,0,policy_denied,自动审批已拒绝；不重试、不经父目录或其他工具绕过,0,artifacts/yygc-unified/u6/player-mono-compressed,False
artifacts/yygc-unified/u6/player-mono-performance,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\player-mono-performance,198998794,408,89541552,7,25,0,0,archive_then_clean,历史构建；确认无后续对照需求并保留输入、文件清单和报告后可清理,0,artifacts/yygc-unified,False
artifacts/yygc-unified/u6/player-mono-performance/DNights_BurstDebugInformation_DoNotShip,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\player-mono-performance\DNights_BurstDebugInformation_DoNotShip,245875,1,0,0,3,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/yygc-unified/u6/player-mono-performance,False
artifacts/yygc-unified/u6/player-mono/DNights_BurstDebugInformation_DoNotShip,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\player-mono\DNights_BurstDebugInformation_DoNotShip,245875,1,0,0,3,0,0,archive_then_clean,含诊断、截图、日志、测试存档或临时源码；先归档必要证据和唯一源文件,0,artifacts/yygc-unified/u6/player-mono,False
artifacts/yygc-unified/u6/sample-mono-performance,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\sample-mono-performance,194957516,404,89541552,7,21,0,0,archive_then_clean,历史构建；确认无后续对照需求并保留输入、文件清单和报告后可清理,0,artifacts/yygc-unified,False
artifacts/yygc-unified/u6/source,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source,3288557937,61573,30774,6,4320,0,0,policy_denied,自动审批已拒绝；不重试、不经父目录或其他工具绕过,0,artifacts/yygc-unified,False
artifacts/yygc-unified/u6/source/.deps/FishNet/.git,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\.deps\FishNet\.git,2154577,25,292367,6,9,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source,False
artifacts/yygc-unified/u6/source/.deps/FishNet/.git/logs,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\.deps\FishNet\.git\logs,203,1,203,1,0,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source/.deps/FishNet/.git,False
artifacts/yygc-unified/u6/source/.deps/FishNet/Assets/FishNet/Demos/ColliderRollback/Scripts/Player,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\.deps\FishNet\Assets\FishNet\Demos\ColliderRollback\Scripts\Player,4778,8,4778,8,0,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source,False
artifacts/yygc-unified/u6/source/.deps/YYGC-unified/.git,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\.deps\YYGC-unified\.git,8864193,4578,175491,6,271,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source,False
artifacts/yygc-unified/u6/source/.deps/YYGC-unified/.git/logs,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\.deps\YYGC-unified\.git\logs,905,3,591,1,4,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source/.deps/YYGC-unified/.git,False
artifacts/yygc-unified/u6/source/artifacts/lan-sample/player,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\artifacts\lan-sample\player,194957516,404,89541552,7,21,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source,False
artifacts/yygc-unified/u6/source/Game/Assets/Packages,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\Game\Assets\Packages,3278926,202,1892,11,49,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source,False
artifacts/yygc-unified/u6/source/Game/Library,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\Game\Library,3007631502,48798,102023171,28,3203,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source,False
artifacts/yygc-unified/u6/source/Game/Library/Bee,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\Game\Library\Bee,542223551,4744,232470904,93,21,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source/Game/Library,False
artifacts/yygc-unified/u6/source/Game/Library/BuildPlayerData,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\Game\Library\BuildPlayerData,4042688,3,0,0,2,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source/Game/Library,False
artifacts/yygc-unified/u6/source/Game/Library/BuildPlayerData/Player,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\Game\Library\BuildPlayerData\Player,1781176,2,1781176,2,0,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source/Game/Library/BuildPlayerData,False
artifacts/yygc-unified/u6/source/Game/Library/BurstCache,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\Game\Library\BurstCache,270793593,1693,16,1,6,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source/Game/Library,False
artifacts/yygc-unified/u6/source/Game/Library/PackageCache,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\Game\Library\PackageCache,1750120724,32408,0,0,2145,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source/Game/Library,False
artifacts/yygc-unified/u6/source/Game/Library/PackageCache/com.unity.addressables@ce3e2b3f7c84/Editor/Build,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\Game\Library\PackageCache\com.unity.addressables@ce3e2b3f7c84\Editor\Build,605346,96,238631,48,4,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source/Game/Library/PackageCache,False
artifacts/yygc-unified/u6/source/Game/Library/PackageCache/com.unity.addressables@ce3e2b3f7c84/Tests/Editor/Build,D:\Developer\MiniGames\Dark Nights\unity-projects\artifacts\yygc-unified\u6\source\Game\Library\PackageCache\com.unity.addressables@ce3e2b3f7c84\Tests\Editor\Build,178256,26,178256,26,0,0,0,inside_denied,属于已拒绝目录的子产物；只列细项，不单独删除,0,artifacts/yygc-unified/u6/source/Game/Library/PackageCache,False
